time,pool1_depth,pool2_depth,pool3_depth,pool4_depth,gate0_flow,gate1_flow,gate2_flow,gate3_flow,gate4_flow,offtake1,offtake2,offtake3
105,1.9794160100170342,1.78152946037343,1.5890336592609937,1.4991622881505677,24.101890811067676,24.15628598115167,24.18780064574473,24.190106800927484,24.193181674504494,0.49999999999999956,1.0,1.7500000000000004
110,1.979318078640258,1.7811837318190782,1.5885228058170533,1.4990918972312972,24.102919949914828,24.158331568794537,24.191230591011557,24.193743726559855,24.197094573957585,0.07163717094038313,1.0303844939755837,1.9869697850114971
115,1.9793132331010264,1.780817486713408,1.5879593533702607,1.4990202376908432,24.10340960679871,24.159858411341474,24.194289993890315,24.197014302196422,24.200646713271233,-0.2981333293569337,1.1206147584281834,2.2395277334996044
120,1.9793838080592254,1.7804177044122178,1.5873416716671573,1.4989473942442688,24.10343383449487,24.160981374354645,24.19710331424386,24.200042601171333,24.20396165040796,-0.5980762113533151,1.267949192431122,2.4999999999999996
125,1.9795098201202883,1.7799723431823307,1.5866697477083729,1.4988734045757846,24.103080959703874,24.161827846467222,24.19980283146575,24.202960648732944,24.20717107175587,-0.8190778623577253,1.4679111137620438,2.760472266500395
130,1.9796695748649733,1.7794707058168324,1.5859451860170375,1.4987992667919645,24.10245089939856,24.162533869851565,24.202524626726447,24.205904412999093,24.210410794695953,-0.954423259036624,1.7144247806269208,3.013030214988502
135,1.9798403257322108,1.7789037644972208,1.5851711610898314,1.4987251612304326,24.101652125675134,24.163240008224637,24.205404450173525,24.20900664979763,24.21380958262977,-1.0,2.000000000000001,3.249999999999999
140,1.9799989647541227,1.7782644350579804,1.584352319857177,1.4986512147515632,24.100798371338946,24.164087077847284,24.20857359457779,24.21239811088649,24.217497465964758,-0.9544232590366244,2.3159597133486627,3.4641814145298087
145,1.9801227241933352,1.777547792330057,1.5834946404001577,1.498577496672975,24.100005176229388,24.165211871055448,24.212154911483918,24.216201267229227,24.221596408222975,-0.8190778623577248,2.6527036446661394,3.649066664678466
150,1.9801898678159282,1.776751220019417,1.5826052502155799,1.498504016449697,24.099386379033323,24.16674300204315,24.21625908084268,24.220526590823756,24.226216604131857,-0.5980762113533169,2.9999999999999996,3.799038105676658
155,1.9801803508565075,1.7758744905502808,1.581692209550641,1.4984307231706828,24.09905066092036,24.168797000862106,24.220981250215367,24.225469200866275,24.231453135067486,-0.2981333293569346,3.3472963553338597,3.9095389311788624
160,1.9800764286839934,1.7749197724174013,1.5807642663905423,1.4983575068873878,24.099098245717464,24.17147477406662,24.2263981454147,24.23110597590265,24.237383083219918,0.07163717094038136,3.684040286651336,3.9772116295183118
165,1.9798631957286115,1.7738915647841225,1.5798305905441274,1.4982842017333629,24.099617856580032,24.17485853932783,24.232565740156204,24.23749321949404,24.24406319194449,0.5000000000000009,3.9999999999999987,4.0
170,1.9795290383357416,1.7727965612674585,1.5789004949080423,1.498210590742945,24.100684021356944,24.179009327004575,24.239517555372192,24.244664950172105,24.25152814323865,0.9739395700229942,4.2855752193730785,3.977211629518312
175,1.9790659878083592,1.7716434470018965,1.5779831523796444,1.4981364122224334,24.10235480832129,24.183965124518917,24.24726363979479,24.252631867565956,24.259789504594174,1.4790554669992089,4.532088886237954,3.909538931178862
